observed_categories,observed_source_decisions,category_rule_pattern,review_tier,suggested_manual_decision,suggestion_basis,profile_count,markets,sample_titles,group_manual_decision,group_decision_evidence,reviewed_by,reviewed_on,review_block_id,category_group_id,review_block_basis,review_domain,profiles_with_dental_title_signal,profiles_with_nondental_title_signal,profiles_with_unknown_categories,profiles_with_nonprovider_category_signal,profiles_with_existing_website,profiles_with_phone,profiles_without_website_or_phone,allowed_group_review_actions,reviewed_member_count
Chiropractor,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Buffalo_NY_L,"Buffalo Family Chiropractic Wellness, P.C.",,,,,eligibility_review_block:d02060af39cc78df,eligibility_group:dedfc745d89f2414,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Veterans hospital,needs_category_review,unknown,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,2,Augusta_GA_L,Charlie Norwood VA Medical Center - Downtown Division || Charlie Norwood VA Medical Center - Uptown Division,,,,,eligibility_review_block:d0b72ceda3104401,eligibility_group:6fb59f6854cdbdc4,shared_domain_within_category_group,www.augusta.va.gov,0,2,2,0,2,2,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Buffalo_NY_L,ECMC Center for Dental Care - Buffalo General Medical Center,,,,,eligibility_review_block:d0e62ff8a53b9af5,eligibility_group:504917ff371eb69d,singleton_profile,,1,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic|Oral surgeon,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,Buffalo_NY_L,Suburban Oral & Maxillofacial Surgery Associates PC,,,,,eligibility_review_block:d1278f9af3cc396d,eligibility_group:5a2e5dc34c3d59e6,singleton_profile,,1,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Insurance agency,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,Macon_GA_M,Meservey & Associates,,,,,eligibility_review_block:d1fd82a393eea705,eligibility_group:f7c843be67e281eb,singleton_profile,,0,0,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Community health center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,2,LA_CA_L,ROADS Community Clinic - Compton || ROADS Community Clinic - Lynwood,,,,,eligibility_review_block:d37a7d944a1edc24,eligibility_group:75eedbc19c8622b7,shared_domain_within_category_group,roadsfoundation.org,0,0,0,0,2,2,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Skin care clinic,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Vidalia_GA_S,Dermatology Associates,,,,,eligibility_review_block:d3994f3d312eac82,eligibility_group:7a6b4d7abd08fee8,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Doctor,needs_category_review,manual_review,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,LA_CA_L,AHF - Downtown Dental Office,,,,,eligibility_review_block:d3ede7b9e6ed445c,eligibility_group:933ded2705f84074,singleton_profile,,1,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Community health center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Harlem United,,,,,eligibility_review_block:d46109d072774289,eligibility_group:75eedbc19c8622b7,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,2,NYC_NY_L,BronxCare - Ogden Family Medical and Dental || BronxCare Third Avenue Medical and Dental Practice,,,,,eligibility_review_block:d7a5aa74bca27ed6,eligibility_group:504917ff371eb69d,shared_domain_within_category_group,www.mlkhealthcenter.com,2,2,0,0,2,2,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,NYC_NY_L,Clinton Hill Dental,,,,,eligibility_review_block:d7b1f6e7c59b89e0,eligibility_group:3a576676bc82902a,singleton_profile,,1,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Augusta_GA_L,Druid Park Community Health Center,,,,,eligibility_review_block:d7bb651c0151370c,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Ramon Velez Health Center,,,,,eligibility_review_block:d7fe3314dc303384,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Buffalo_NY_L,Pediatric Dental – Golisano Children’s Buffalo Outpatient Center (Conventus),,,,,eligibility_review_block:d8943c6ce852d028,eligibility_group:504917ff371eb69d,singleton_profile,,1,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical Center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Buffalo_NY_L,ECMC Health Campus,,,,,eligibility_review_block:d930d9ac11ba2df1,eligibility_group:b070ffeb7e138d00,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,SanFrancisco_CA_L,North East Medical Services (NEMS) - San Bruno Avenue,,,,,eligibility_review_block:d97acd9263aee1e7,eligibility_group:525c831a331b438e,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,LA_CA_L,Ladera Dental,,,,,eligibility_review_block:daf2e5c4b7231b8d,eligibility_group:3a576676bc82902a,singleton_profile,,1,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,First Family Care Medical and Dental,,,,,eligibility_review_block:dc219af46be8e5b5,eligibility_group:504917ff371eb69d,singleton_profile,,1,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Oral surgeon|Surgical center,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,Atlanta_GA_L,Emory Clinic General/vsclr Surgery,,,,,eligibility_review_block:dc85169a3be7b344,eligibility_group:5d66d5a72d6afc63,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
X-ray lab,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Granada Hills Radiology,,,,,eligibility_review_block:dc8ab16dcab90fab,eligibility_group:bcde824d5b399027,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dental clinic|Medical office,automatic_include|needs_category_review,include|unknown,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,Augusta_GA_L,Medical Associates Plus,,,,,eligibility_review_block:dd0354f1d9e8df40,eligibility_group:77f1b310e0ec8dc9,singleton_profile,,0,1,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
X-ray lab,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Dent X Imaging Center,,,,,eligibility_review_block:dde57ab96bcbcaaa,eligibility_group:bcde824d5b399027,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Buffalo_NY_L,Dr MGK,,,,,eligibility_review_block:de11e0dc34fb36d9,eligibility_group:7f6c6360ca5455ff,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,NYC_NY_L,Yeung's Dental Care Pc.,,,,,eligibility_review_block:de1a39ae91d18254,eligibility_group:3a576676bc82902a,singleton_profile,,1,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Pet boarding service,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,K9 LOFT,,,,,eligibility_review_block:deaaf2fef2a1628f,eligibility_group:85cb6619e39fd7d5,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,NYC_NY_L,Maple Medical,,,,,eligibility_review_block:df55a35067099a3a,eligibility_group:525c831a331b438e,singleton_profile,,0,1,0,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,NYC_NY_L,NewYork-Presbyterian Ambulatory Care Network - Dentistry - Upper East Side,,,,,eligibility_review_block:df883fbf38054024,eligibility_group:3a576676bc82902a,singleton_profile,,1,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Internist,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Uppal Rajinder MD,,,,,eligibility_review_block:e04220e4e9f72fb1,eligibility_group:190ff23a6596779d,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Animal hospital,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,Buffalo_NY_L,McClelland Small Animal Hospital,,,,,eligibility_review_block:e105364796fc5635,eligibility_group:d1bdc0276582982d,singleton_profile,,0,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical school,needs_category_review,unknown,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,NYC_NY_L,Hammer Health Sciences Building - Columbia University Irving Medical Center,,,,,eligibility_review_block:e1a23e4f77e3f21d,eligibility_group:99b446ef94da2153,singleton_profile,,0,1,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dentist|Medical clinic,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,2,NYC_NY_L,Dr. Nai Yan Lam || East Broadway Dental Center,,,,,eligibility_review_block:e1ad0efd8fa3c293,eligibility_group:9acced880530cd1b,shared_domain_within_category_group,weence.com,1,0,0,0,2,2,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Plastic surgeon,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Jeffrey Ashraf Hammoudeh,,,,,eligibility_review_block:e1af862ce0923dd2,eligibility_group:ad9d7cea6cadeae3,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Temp agency,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,Modesto_CA_M,A-Team Dental Staffing L.L.C,,,,,eligibility_review_block:e1ddf6de11b1127a,eligibility_group:8a9abdffe9a03d11,singleton_profile,,1,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Health,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Chinatown Service Center,,,,,eligibility_review_block:e2652efb5e169a07,eligibility_group:996c37683b16ba16,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Denture care center,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Atlanta_GA_L,Lee Denture Lab,,,,,eligibility_review_block:e2bdff965f0fcdfd,eligibility_group:fe4a0b2a99a6e2f0,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dental clinic|Medical clinic,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,Augusta_GA_L,Georgia Dental Clinic,,,,,eligibility_review_block:e2eff97039e3f387,eligibility_group:b5100c3d9e0ccdcb,singleton_profile,,1,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Geoffrey Halberstadt,,,,,eligibility_review_block:e30d818ea0c7d7d5,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,NYC_NY_L,Efficient Medical Care PC,,,,,eligibility_review_block:e313751564d6f7f3,eligibility_group:525c831a331b438e,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Community health center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,2,NYC_NY_L,"Advantage Care Health Centers || Advantage Care Health Centers, Brookville, Freeport",,,,,eligibility_review_block:e334db8bc5dab65b,eligibility_group:75eedbc19c8622b7,shared_domain_within_category_group,www.advantagecaredtc.org,0,0,0,0,2,2,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical Center,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,NYC_NY_L,Ezra Medical Center - 13th Avenue,,,,,eligibility_review_block:e4638fa06dbd0a12,eligibility_group:d6a5057259cdd490,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dental clinic|Medical clinic,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,Atlanta_GA_L,Good Samaritan Health Center,,,,,eligibility_review_block:e574d479bb471360,eligibility_group:b5100c3d9e0ccdcb,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Community health center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Atlanta_GA_L,Healing Community Center,,,,,eligibility_review_block:e66361ef703d9843,eligibility_group:75eedbc19c8622b7,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,3,LA_CA_L,Eisner Health - Downtown Los Angeles || Eisner Health - Lynwood || Eisner Health - Sherman Oaks,,,,,eligibility_review_block:e7049a065b0534c1,eligibility_group:504917ff371eb69d,shared_domain_within_category_group,www.eisnerhealth.org,0,0,0,0,3,3,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,LA_CA_L,Urgent Plus Advanced Medical Center,,,,,eligibility_review_block:e70eedea332067d0,eligibility_group:525c831a331b438e,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Sleep clinic,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,AV Sleep Company,,,,,eligibility_review_block:e845dea1783fca37,eligibility_group:d73fe04c4858867b,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Condominium complex,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,One Hanson Place,,,,,eligibility_review_block:e90333fd6db06aae,eligibility_group:690588d673aff3e0,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Sun River Health Staten Island,,,,,eligibility_review_block:e9a6162a99add76b,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Nail salon,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,FortBragg_CA_S,My Beautiful Nails,,,,,eligibility_review_block:e9ad4d4fff724825,eligibility_group:57eeb9e687d4ba7d,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dental clinic|Medical Center,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,NYC_NY_L,Charles B. Wang Community Health Center,,,,,eligibility_review_block:ea368a2254d6ab26,eligibility_group:799490d30f423ab7,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical group,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,NYC_NY_L,First Medcare Medical Clinic,,,,,eligibility_review_block:ea960b38872e0321,eligibility_group:1fa47dbf03af3215,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Community health center,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,LA_CA_L,Center for Family Health and Education - Family Medicine/Pediatrics,,,,,eligibility_review_block:ead333d057194ece,eligibility_group:ce20189a50f385ea,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Pain control clinic,needs_category_review,unknown,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,NYC_NY_L,Geld Rejuvenation Dentistry,,,,,eligibility_review_block:eaf3749402a0ca9d,eligibility_group:b3e913bb6e89851c,singleton_profile,,1,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,"AltaMed Medical and Dental Group - Pasadena, Fair Oaks",,,,,eligibility_review_block:ecc2ea6e4ea31de8,eligibility_group:504917ff371eb69d,singleton_profile,,1,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dental clinic|Medical clinic,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,Modesto_CA_M,Standiford Family Dental,,,,,eligibility_review_block:ecda4f36d90bdc8a,eligibility_group:b5100c3d9e0ccdcb,singleton_profile,,1,0,0,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Employment agency,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,NYC_NY_L,"Fabysmiles – Dental, Medical, Medspa & Aesthetic Recruitment",,,,,eligibility_review_block:ecfa22363c9a8dd2,eligibility_group:f49cde5c98362481,singleton_profile,,1,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Community health center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,2,NYC_NY_L,Union Community Health Center - (188th St.) || Union Community Health Center - (2021 Grand Concourse),,,,,eligibility_review_block:ed13c66e70f61ed4,eligibility_group:75eedbc19c8622b7,shared_domain_within_category_group,www.uchcbronx.org,0,0,0,0,2,2,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Pain management physician,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,2,NYC_NY_L,"Dr. Donald Tanenbaum || New York TMJ & Orofacial Pain (NY, NY 5th Ave)",,,,,eligibility_review_block:ed339689d4238a92,eligibility_group:da5f0c039fc4a778,shared_domain_within_category_group,www.nytmj.com,0,0,2,0,2,2,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,LA_CA_L,"Center for Community Health - JWCH Institute, Inc. Medical Clinic",,,,,eligibility_review_block:ef07229b7540b0f6,eligibility_group:525c831a331b438e,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical group,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Wesley Health Clinic,,,,,eligibility_review_block:efc0ad29675fa663,eligibility_group:a7d77b97fc90c3df,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Family planning center,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,St. John’s Community Health - Leavey-OB Clinic,,,,,eligibility_review_block:efdc144592ed2f22,eligibility_group:557fbafaadfc06c0,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Windsor Podiatry,,,,,eligibility_review_block:f02162f4a2df191a,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Podiatrist,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,John Spina Dpm,,,,,eligibility_review_block:f04795ccc9044ba1,eligibility_group:83a1f37e83b51b28,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Veterinarian,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,Eureka_CA_S,Myrtle Avenue Veterinary Hospital,,,,,eligibility_review_block:f062262553b8f92b,eligibility_group:33340ba2db18c2ad,singleton_profile,,0,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Veterinarian,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,LA_CA_L,"Dog and Cat Dentist, Inc.",,,,,eligibility_review_block:f094e43d1178bc16,eligibility_group:33340ba2db18c2ad,singleton_profile,,1,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Surgical center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Hanna Face and Jaw,,,,,eligibility_review_block:f1045a1bbc2540fa,eligibility_group:0f60d922875b512e,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Rambam Family Health Center,,,,,eligibility_review_block:f108bac8548a4db0,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Sleep clinic,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Lower Manhattan Sleep Apnea Treatment,,,,,eligibility_review_block:f381375e07d09794,eligibility_group:d73fe04c4858867b,singleton_profile,,0,0,1,0,0,0,1,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Premier HealthCare & YAI Center for Specialty Therapy,,,,,eligibility_review_block:f3dfd5fc24484083,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Pediatrician|Periodontist,automatic_include|needs_category_review,exclude|include,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,Atlanta_GA_L,Dr. Benjamin Blackburn,,,,,eligibility_review_block:f41b6d7faf6b1f42,eligibility_group:1e0e8f0cf4d1053e,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical Center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Brooklyn Medcare,,,,,eligibility_review_block:f4c2797be5d8fc40,eligibility_group:b070ffeb7e138d00,singleton_profile,,0,0,0,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Veterinarian,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,Vidalia_GA_S,Four Rivers Veterinary Center,,,,,eligibility_review_block:f649b093dc2d489e,eligibility_group:33340ba2db18c2ad,singleton_profile,,0,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,SanFrancisco_CA_L,North East Medical Services (NEMS) - 1520 Stockton Clinic,,,,,eligibility_review_block:f674610b549ccd02,eligibility_group:525c831a331b438e,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Montefiore Janice A Simpson,,,,,eligibility_review_block:f70ed30abd1f6c7a,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Animal hospital,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,Eureka_CA_S,Healing Spirit Animal Wellness Center,,,,,eligibility_review_block:f9ceef78699a0dd3,eligibility_group:d1bdc0276582982d,singleton_profile,,0,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Condominium complex,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Devonshire House,,,,,eligibility_review_block:fa9ddc2c553e4104,eligibility_group:690588d673aff3e0,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,3,NYC_NY_L,MHHC at St. Ann's || MHHC at Vanguard || MHHC at Walton,,,,,eligibility_review_block:fab56810fda7a991,eligibility_group:504917ff371eb69d,shared_domain_within_category_group,www.mhhc.org,0,0,0,0,3,3,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical spa,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Medical Orthodontics,,,,,eligibility_review_block:fb16e77201fa99ba,eligibility_group:8c88af6de3a4ac5e,singleton_profile,,1,1,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Home health care service,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Comprehensive Health Care,,,,,eligibility_review_block:fb2c1c9219e47f0f,eligibility_group:3fb50d6253134f7d,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Physician assistant,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Eureka_CA_S,Casey Kelly,,,,,eligibility_review_block:fba07c19aa99e90a,eligibility_group:4be703df9eed5108,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
